"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NAPROPAMIDE = 103001)","HERBICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE",9
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PENDIMETHALIN = 108501)","HERBICIDE",8
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SULFENTRAZONE = 129081)","HERBICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE",20
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE",35
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ACEQUINOCYL = 6329)","INSECTICIDE",32
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE",42
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(AZADIRACHTIN = 121701)","INSECTICIDE",25
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BEAUVERIA BASSIANA = 128924)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE",51
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE",58
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",43
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE",37
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE",5
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BUPROFEZIN = 275100)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE",2
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CARBARYL = 56801)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",44
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORPYRIFOS = 59101)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE",19
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","INSECTICIDE",11
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUMETOFEN = 138831)","INSECTICIDE",48
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ETOXAZOLE = 107091)","INSECTICIDE",6
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FENBUTATIN-OXIDE = 104601)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FENPROPATHRIN = 127901)","INSECTICIDE",31
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","INSECTICIDE",9
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE",57
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLUPYRADIFURONE = 122304)","INSECTICIDE",34
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","INSECTICIDE",12
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE",28
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","INSECTICIDE",37
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE",21
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL = 25006)","INSECTICIDE",9
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL","INSECTICIDE",18
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE",66
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE",4
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM SALTS = 79021)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PYRETHRINS = 69001)","INSECTICIDE",8
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIDABEN = 129105)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIPROXYFEN = 129032)","INSECTICIDE",5
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SOYBEAN OIL = 31605)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE",58
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SPINOSAD = 110003)","INSECTICIDE",15
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE",17
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SULFOXAFLOR = 5210)","INSECTICIDE",20
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE",91
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI SA-12 = 6518)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CAPRIC ACID = 128955)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CAPRYLIC ACID = 128919)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","OTHER",49
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","OTHER",23
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","OTHER",25
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(GLIOCLADIUM VIRENS = 129000)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(IRON PHOSPHATE = 34903)","OTHER",2
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(METALDEHYDE = 53001)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(METAM-POTASSIUM = 39002)","OTHER",3
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(METAM-SODIUM = 39003)","OTHER",2
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PAECILOMYCES FUMOSOR = 115002)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PEROXYACETIC ACID = 63201)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM SILICATE = 72606)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER",7
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER",63
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TRICHODERMA VIRENS STRAIN G-41 = 176604)","OTHER",0
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(NITROGEN)",98
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(PHOSPHATE)",49
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(POTASH)",49
2019,"CALIFORNIA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(SULFUR)",30
2019,"CALIFORNIA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2019,"CALIFORNIA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2019,"CALIFORNIA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",20000
2019,"CALIFORNIA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2019,"CALIFORNIA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2019,"CALIFORNIA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",20480000
2019,"FLORIDA","","ACRES HARVESTED  ","",""," ","",9400
2019,"FLORIDA","","ACRES PLANTED  ","",""," ","",9400
2019,"FLORIDA","","PRODUCTION  ","","MEASURED IN $"," ","",307200000
2019,"FLORIDA","","PRODUCTION  ","","MEASURED IN CWT"," ","",2020000
2019,"FLORIDA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",215
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE",12000
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE",146100
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(COPPER HYDROXIDE = 23401)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE",4100
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DIFENOCONAZOLE = 128847)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DODINE = 44301)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE",2700
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUTOLANIL = 128975)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ISOFETAMID = 270000)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",10200
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE",54800
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","FUNGICIDE",286900
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(2,4-D","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(2,4-D","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PARAQUAT = 61601)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","HERBICIDE",300
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE",300
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE",200
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE",700
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE",300
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",100
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYANTRANILIPROLE = 90098)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYFLUMETOFEN = 138831)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYPERMETHRIN = 109702)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(NALED = 34401)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE",1000
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE",600
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE",100
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","INSECTICIDE",5100
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ACIBENZOLAR-S-METHYL = 61402)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ALKYL. DIM. BENZ. AM = 69105)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DECYLDIMETHYLOCTYL = 69165)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DIDECYL DIM. AMMON. = 69166)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(DIMETHYLDIOCTYL = 69149)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUTRIAFOL = 128940)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(HYDROGEN PEROXIDE = 595)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PEROXYACETIC ACID = 63201)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER",0
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","OTHER",125900
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB"," ","(NITROGEN)",320000
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB"," ","(PHOSPHATE)",86000
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB"," ","(POTASH)",389000
2019,"FLORIDA","BEARING","APPLICATIONS  ","","MEASURED IN LB"," ","(SULFUR)",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE",0.86
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE",2.1
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE",0.31
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(DODINE = 44301)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE",0.21
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUTOLANIL = 128975)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(FOSETYL-AL = 123301)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",1.34
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE",2.04
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","FUNGICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(2,4-D","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(2,4-D","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE",0.05
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE",0.1
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE",0.14
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE",0.05
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",0
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",0.06
2019,"FLORIDA","BEARING","APPLICATIONS  "," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYANTRANILIPROLE = 90098)","INSECTICIDE",0
